sid,habitat,lifeform
2404,C,Hemicryptophyte
2404,H,Hemicryptophyte
2405,W,Hemicryptophyte
2406,G,Hemicryptophyte
2408,G,Hemicryptophyte
2408,W,Hemicryptophyte
2411,G,Therophyte
2411,P,Therophyte
2412,H,Hemicryptophyte
2413,H,Hemicryptophyte
2414,P,Hemicryptophyte
2415,P,Hemicryptophyte
2416,C,Hemicryptophyte
2416,H,Hemicryptophyte
2417,H,Hemicryptophyte
2418,C,Hemicryptophyte
2418,G,Hemicryptophyte
2418,H,Hemicryptophyte
2419,G,Therophyte
2419,P,Therophyte
2420,G,Therophyte
2421,H,Therophyte
2422,C,Hemicryptophyte
2422,H,Hemicryptophyte
2423,G,Therophyte
2423,P,Therophyte
2424,G,Hemicryptophyte
2425,G,Therophyte
2425,P,Therophyte
2426,P,Geophyte (Cryptophyte)
2426,R,Geophyte (Cryptophyte)
2426,W,Geophyte (Cryptophyte)
2427,P,Geophyte (Cryptophyte)
2428,A,Hemicryptophyte
2429,A,Hemicryptophyte
2430,H,Chamaephyte
2431,C,Hemicryptophyte
2432,G,Hemicryptophyte
2432,H,Hemicryptophyte
2433,H,Hemicryptophyte
2434,G,Hemicryptophyte
2434,H,Hemicryptophyte
2435,W,Hemicryptophyte
2436,G,Hemicryptophyte
2437,W,Geophyte (Cryptophyte)
2438,W,Geophyte (Cryptophyte)
2439,W,Geophyte (Cryptophyte)
2440,W,Geophyte (Cryptophyte)
2441,H,Geophyte (Cryptophyte)
2441,W,Geophyte (Cryptophyte)
2442,C,Geophyte (Cryptophyte)
2443,C,Geophyte (Cryptophyte)
2444,C,Geophyte (Cryptophyte)
2444,H,Geophyte (Cryptophyte)
2444,W,Geophyte (Cryptophyte)
2445,G,Hemicryptophyte
2445,H,Hemicryptophyte
2446,G,Hemicryptophyte
2446,H,Hemicryptophyte
2448,R,Therophyte
2450,R,Therophyte
2451,C,Chamaephyte
2451,P,Chamaephyte
2452,P,Hemicryptophyte
2452,W,Hemicryptophyte
2453,R,Geophyte (Cryptophyte)
2454,P,Therophyte
2455,R,Therophyte
2456,R,Therophyte
2457,R,Therophyte
2458,R,Therophyte
2459,R,Therophyte
2460,R,Therophyte
2461,M,Hemicryptophyte
2462,R,Hemicryptophyte
2463,R,Hemicryptophyte
2464,G,Hemicryptophyte
2464,R,Hemicryptophyte
2465,R,Hemicryptophyte
2466,R,Hemicryptophyte
2467,G,Hemicryptophyte
2467,R,Hemicryptophyte
2467,W,Hemicryptophyte
2468,G,Hemicryptophyte
2468,W,Hemicryptophyte
2469,G,Hemicryptophyte
2469,R,Hemicryptophyte
2470,G,Hemicryptophyte
2470,R,Hemicryptophyte
2471,R,Hemicryptophyte
2472,R,Hemicryptophyte
2473,R,Hemicryptophyte
2474,R,Hemicryptophyte
2475,R,Hemicryptophyte
2476,R,Hemicryptophyte
2477,R,Hemicryptophyte
2478,R,Hemicryptophyte
2480,M,Hemicryptophyte
2481,R,Hemicryptophyte
2482,R,Hemicryptophyte
2485,R,Hemicryptophyte
2486,R,Hemicryptophyte
2487,A,Therophyte
2487,R,Therophyte
2488,C,Chamaephyte
2488,H,Chamaephyte
2489,R,Hemicryptophyte
2490,M,Phanerophyte
2490,R,Phanerophyte
2492,P,Hemicryptophyte
2493,A,Aquatic
2494,A,Aquatic
2495,A,Geophyte (Cryptophyte)
2496,A,Geophyte (Cryptophyte)
2497,A,Therophyte
2498,A,Geophyte (Cryptophyte)
2499,A,Hemicryptophyte
2500,A,Geophyte (Cryptophyte)
2501,A,Hemicryptophyte
2502,A,Geophyte (Cryptophyte)
2503,A,Geophyte (Cryptophyte)
2504,A,Therophyte
2504,R,Therophyte
2505,R,Aquatic
2506,W,Hemicryptophyte
2507,W,Hemicryptophyte
2508,M,Geophyte (Cryptophyte)
2510,G,Hemicryptophyte
2510,R,Hemicryptophyte
2511,M,Hemicryptophyte
2512,M,Hemicryptophyte
2513,G,Geophyte (Cryptophyte)
2513,W,Geophyte (Cryptophyte)
2514,G,Geophyte (Cryptophyte)
2515,G,Geophyte (Cryptophyte)
2515,W,Geophyte (Cryptophyte)
2516,M,Geophyte (Cryptophyte)
2517,M,Geophyte (Cryptophyte)
2518,G,Hemicryptophyte
2519,M,Geophyte (Cryptophyte)
2520,M,Geophyte (Cryptophyte)
2521,G,Geophyte (Cryptophyte)
2521,M,Geophyte (Cryptophyte)
2522,G,Geophyte (Cryptophyte)
2522,R,Geophyte (Cryptophyte)
2523,M,Hemicryptophyte
2524,M,Hemicryptophyte
2525,G,Hemicryptophyte
2526,R,Therophyte
2527,M,Therophyte
2527,R,Therophyte
2528,M,Phanerophyte
2529,C,Phanerophyte
2529,W,Phanerophyte
2530,W,Phanerophyte
2531,H,Hemicryptophyte
2532,A,Hemicryptophyte
2533,A,Hemicryptophyte
2534,R,Hemicryptophyte
2534,W,Hemicryptophyte
2536,G,Hemicryptophyte
2537,C,Hemicryptophyte
2537,G,Hemicryptophyte
2538,G,Hemicryptophyte
2538,R,Hemicryptophyte
2539,A,Hemicryptophyte
2540,A,Hemicryptophyte
2541,R,Hemicryptophyte
2542,G,Hemicryptophyte
2542,W,Hemicryptophyte
2543,W,Hemicryptophyte
2544,A,Hemicryptophyte
2545,A,Hemicryptophyte
2546,A,Hemicryptophyte
2546,R,Hemicryptophyte
2547,A,Hemicryptophyte
2547,W,Hemicryptophyte
2548,A,Hemicryptophyte
2548,W,Hemicryptophyte
2549,A,Hemicryptophyte
2549,W,Hemicryptophyte
2550,A,Hemicryptophyte
2550,R,Hemicryptophyte
2551,A,Hemicryptophyte
2551,R,Hemicryptophyte
2552,A,Hemicryptophyte
2553,W,Geophyte (Cryptophyte)
2554,W,Geophyte (Cryptophyte)
2555,W,Geophyte (Cryptophyte)
2556,W,Geophyte (Cryptophyte)
2557,W,Geophyte (Cryptophyte)
2558,W,Geophyte (Cryptophyte)
2559,W,Geophyte (Cryptophyte)
2560,W,Geophyte (Cryptophyte)
2561,W,Geophyte (Cryptophyte)
2562,W,Geophyte (Cryptophyte)
2563,W,Geophyte (Cryptophyte)
2564,A,Geophyte (Cryptophyte)
2565,W,Geophyte (Cryptophyte)
2566,W,Geophyte (Cryptophyte)
2567,W,Geophyte (Cryptophyte)
2568,W,Geophyte (Cryptophyte)
2569,W,Geophyte (Cryptophyte)
2570,W,Geophyte (Cryptophyte)
2571,W,Geophyte (Cryptophyte)
2572,W,Geophyte (Cryptophyte)
2573,W,Geophyte (Cryptophyte)
2574,A,Geophyte (Cryptophyte)
2574,R,Geophyte (Cryptophyte)
2574,W,Geophyte (Cryptophyte)
2575,A,Geophyte (Cryptophyte)
2576,A,Geophyte (Cryptophyte)
2576,W,Geophyte (Cryptophyte)
2577,A,Geophyte (Cryptophyte)
2578,A,Geophyte (Cryptophyte)
2578,R,Geophyte (Cryptophyte)
2579,A,Geophyte (Cryptophyte)
2579,W,Geophyte (Cryptophyte)
2580,R,Therophyte
2581,R,Therophyte
2582,R,Geophyte (Cryptophyte)
2585,R,Therophyte
2586,R,Therophyte
2587,R,Therophyte
2588,R,Therophyte
2589,R,Therophyte
2590,W,Phanerophyte
2591,W,Chamaephyte
2592,P,Chamaephyte
2594,G,Hemicryptophyte
2595,H,Hemicryptophyte
2596,R,Therophyte
2597,H,Hemicryptophyte
2598,R,Hemicryptophyte
2600,H,Hemicryptophyte
2601,H,Hemicryptophyte
2603,R,Hemicryptophyte
2606,A,Geophyte (Cryptophyte)
2607,A,Geophyte (Cryptophyte)
2608,A,Hemicryptophyte
2609,A,Hemicryptophyte
2610,G,Hemicryptophyte
2610,H,Hemicryptophyte
2611,G,Hemicryptophyte
2611,H,Hemicryptophyte
2612,G,Hemicryptophyte
2613,R,Therophyte
2614,R,Therophyte
2615,G,Hemicryptophyte
2615,H,Hemicryptophyte
2617,G,Therophyte
2617,P,Therophyte
2617,R,Therophyte
2618,P,Chamaephyte
2619,P,Therophyte
2619,R,Therophyte
2620,G,Hemicryptophyte
2625,H,Hemicryptophyte
2626,R,Hemicryptophyte
2627,R,Hemicryptophyte
2628,R,Therophyte
2629,R,Hemicryptophyte
2630,R,Therophyte
2631,G,Hemicryptophyte
2631,H,Hemicryptophyte
2632,C,Hemicryptophyte
2633,R,Hemicryptophyte
2635,W,Hemicryptophyte
2636,C,Hemicryptophyte
2637,M,Hemicryptophyte
2638,W,Hemicryptophyte
2639,C,Hemicryptophyte
2640,W,Hemicryptophyte
2641,G,Hemicryptophyte
2642,G,Hemicryptophyte
2642,P,Hemicryptophyte
2643,G,Hemicryptophyte
2643,W,Hemicryptophyte
2644,G,Hemicryptophyte
2645,G,Hemicryptophyte
2646,C,Chamaephyte
2647,C,Chamaephyte
2648,G,Hemicryptophyte
2648,H,Hemicryptophyte
2648,P,Hemicryptophyte
2649,C,Chamaephyte
2650,G,Hemicryptophyte
2650,H,Hemicryptophyte
2651,C,Chamaephyte
2652,G,Hemicryptophyte
2653,P,Hemicryptophyte
2654,G,Hemicryptophyte
2654,W,Hemicryptophyte
2655,G,Hemicryptophyte
2655,R,Hemicryptophyte
2656,G,Hemicryptophyte
2657,P,Hemicryptophyte
2657,R,Hemicryptophyte
2658,P,Hemicryptophyte
2658,R,Hemicryptophyte
2659,P,Hemicryptophyte
2660,P,Hemicryptophyte
2660,R,Hemicryptophyte
2661,P,Hemicryptophyte
2662,G,Hemicryptophyte
2662,H,Hemicryptophyte
2663,H,Hemicryptophyte
2664,C,Hemicryptophyte
2665,G,Hemicryptophyte
2666,G,Hemicryptophyte
2666,H,Hemicryptophyte
2667,G,Hemicryptophyte
2667,W,Hemicryptophyte
2668,G,Hemicryptophyte
2669,H,Hemicryptophyte
2669,W,Hemicryptophyte
2670,G,Hemicryptophyte
2670,H,Hemicryptophyte
2671,P,Hemicryptophyte
2672,P,Hemicryptophyte
2673,R,Therophyte
2674,C,Chamaephyte
2675,C,Chamaephyte
2675,P,Chamaephyte
2676,P,Chamaephyte
2677,C,Chamaephyte
2678,C,Chamaephyte
2679,G,Hemicryptophyte
2680,H,Geophyte (Cryptophyte)
2680,W,Geophyte (Cryptophyte)
2681,A,Phanerophyte
2681,R,Phanerophyte
2682,W,Phanerophyte
2683,W,Phanerophyte
2684,W,Phanerophyte
2685,A,Hemicryptophyte
2685,R,Hemicryptophyte
2686,P,Chamaephyte
2687,G,Hemicryptophyte
2687,W,Hemicryptophyte
2688,R,Therophyte
2692,W,Geophyte (Cryptophyte)
2693,R,Therophyte
2694,W,Therophyte
2695,C,Phanerophyte
2696,H,Hemicryptophyte
2697,W,Hemicryptophyte
2698,R,Therophyte
2699,M,Therophyte
2699,R,Therophyte
2700,P,Hemicryptophyte
2700,R,Hemicryptophyte
2700,W,Hemicryptophyte
2701,P,Hemicryptophyte
2701,W,Hemicryptophyte
2702,P,Hemicryptophyte
2702,R,Hemicryptophyte
2702,W,Hemicryptophyte
2703,G,Hemicryptophyte
2703,R,Hemicryptophyte
2704,G,Hemicryptophyte
2704,H,Hemicryptophyte
2705,P,Hemicryptophyte
2706,C,Phanerophyte
2706,P,Phanerophyte
2709,G,Hemicryptophyte
2710,P,Therophyte
2710,R,Therophyte
2711,R,Therophyte
2712,R,Therophyte
2713,G,Chamaephyte
2713,H,Chamaephyte
2714,R,Therophyte
2715,G,Hemicryptophyte
2715,H,Hemicryptophyte
2716,R,Therophyte
2717,A,Hemicryptophyte
2718,P,Therophyte
2718,R,Therophyte
2719,R,Hemicryptophyte
2720,A,Geophyte (Cryptophyte)
2722,R,Therophyte
2723,R,Therophyte
2725,R,Therophyte
2726,P,Hemicryptophyte
2726,W,Hemicryptophyte
2729,M,Hemicryptophyte
2730,M,Therophyte
2731,P,Therophyte
2731,R,Therophyte
2732,C,Therophyte
2732,G,Therophyte
2733,G,Therophyte
2734,G,Therophyte
2735,M,Hemicryptophyte
2736,R,Therophyte
2737,R,Therophyte
2738,R,Therophyte
2739,H,Hemicryptophyte
2740,G,Chamaephyte
2741,W,Hemicryptophyte
2742,R,Therophyte
2743,G,Hemicryptophyte
2744,R,Therophyte
2745,R,Therophyte
2746,G,Therophyte
2746,W,Therophyte
2747,C,Phanerophyte
2748,R,Therophyte
2749,M,Hemicryptophyte
2750,G,Chamaephyte
2750,H,Chamaephyte
2751,R,Therophyte
2752,G,Therophyte
2752,H,Therophyte
2753,G,Therophyte
2753,H,Therophyte
2754,H,Therophyte
2755,G,Therophyte
2756,G,Therophyte
2757,A,Therophyte
2757,G,Therophyte
2757,H,Therophyte
2758,G,Therophyte
2759,P,Chamaephyte
2759,R,Chamaephyte
2761,W,Phanerophyte
2762,W,Phanerophyte
2763,W,Phanerophyte
2765,R,Phanerophyte
2766,R,Therophyte
2769,R,Therophyte
2770,R,Therophyte
2771,C,Hemicryptophyte
2771,R,Hemicryptophyte
2772,R,Hemicryptophyte
2773,C,Hemicryptophyte
2774,G,Hemicryptophyte
2775,P,Hemicryptophyte
2775,R,Hemicryptophyte
2776,R,Hemicryptophyte
2777,P,Hemicryptophyte
2778,P,Hemicryptophyte
2779,G,Hemicryptophyte
2779,W,Hemicryptophyte
2780,G,Hemicryptophyte
2780,W,Hemicryptophyte
2781,G,Hemicryptophyte
2781,W,Hemicryptophyte
2782,C,Hemicryptophyte
2783,G,Hemicryptophyte
2784,C,Hemicryptophyte
2785,H,Hemicryptophyte
2786,W,Hemicryptophyte
2787,G,Hemicryptophyte
2788,G,Hemicryptophyte
2789,A,Hemicryptophyte
2789,G,Hemicryptophyte
2790,A,Hemicryptophyte
2790,G,Hemicryptophyte
2791,A,Hemicryptophyte
2792,G,Hemicryptophyte
2793,G,Hemicryptophyte
2794,W,Geophyte (Cryptophyte)
2795,W,Hemicryptophyte
2796,W,Hemicryptophyte
2797,G,Hemicryptophyte
2798,H,Hemicryptophyte
2799,H,Hemicryptophyte
2800,G,Hemicryptophyte
2800,H,Hemicryptophyte
2801,A,Hemicryptophyte
2801,G,Hemicryptophyte
2802,C,Hemicryptophyte
2802,H,Hemicryptophyte
2803,G,Hemicryptophyte
2804,H,Hemicryptophyte
2805,H,Hemicryptophyte
2806,H,Hemicryptophyte
2807,H,Hemicryptophyte
2808,A,Hemicryptophyte
2808,G,Hemicryptophyte
2809,C,Hemicryptophyte
2810,A,Hemicryptophyte
2811,A,Hemicryptophyte
2812,A,Hemicryptophyte
2813,A,Hemicryptophyte
2814,A,Hemicryptophyte
2815,C,Hemicryptophyte
2815,H,Hemicryptophyte
2816,H,Hemicryptophyte
2817,C,Hemicryptophyte
2817,G,Hemicryptophyte
2818,G,Hemicryptophyte
2819,G,Hemicryptophyte
2820,A,Hemicryptophyte
2821,H,Hemicryptophyte
2822,G,Hemicryptophyte
2824,G,Hemicryptophyte
2825,G,Hemicryptophyte
2825,H,Hemicryptophyte
2826,C,Hemicryptophyte
2826,G,Hemicryptophyte
2827,M,Hemicryptophyte
2828,G,Geophyte (Cryptophyte)
2828,R,Geophyte (Cryptophyte)
2829,A,Geophyte (Cryptophyte)
2829,H,Geophyte (Cryptophyte)
2830,A,Geophyte (Cryptophyte)
2830,G,Geophyte (Cryptophyte)
2830,R,Geophyte (Cryptophyte)
2830,W,Geophyte (Cryptophyte)
2831,R,Geophyte (Cryptophyte)
2831,W,Geophyte (Cryptophyte)
2832,A,Geophyte (Cryptophyte)
2832,W,Geophyte (Cryptophyte)
2833,C,Phanerophyte
2833,W,Phanerophyte
2834,M,Therophyte
2834,P,Therophyte
2835,M,Therophyte
2835,P,Therophyte
2836,P,Therophyte
2837,G,Therophyte
2837,R,Therophyte
2838,P,Therophyte
2838,R,Therophyte
2839,P,Therophyte
2840,P,Therophyte
2841,P,Therophyte
2842,P,Therophyte
2843,P,Therophyte
2844,G,Therophyte
2844,P,Therophyte
2845,G,Therophyte
2845,R,Therophyte
2846,G,Therophyte
2847,G,Therophyte
2848,P,Therophyte
2849,G,Therophyte
2849,P,Therophyte
2849,R,Therophyte
2850,P,Therophyte
2851,A,Hemicryptophyte
2852,G,Hemicryptophyte
2852,W,Hemicryptophyte
2853,A,Therophyte
2854,A,Therophyte
2855,A,Hemicryptophyte
2856,R,Therophyte
2857,R,Hemicryptophyte
2858,W,Hemicryptophyte
2859,G,Hemicryptophyte
2860,W,Phanerophyte
2861,W,Phanerophyte
2862,M,Chamaephyte
2863,M,Chamaephyte
2864,M,Therophyte
2865,W,Phanerophyte
2866,W,Phanerophyte
2867,W,Phanerophyte
2868,W,Phanerophyte
2869,W,Phanerophyte
2870,R,Geophyte (Cryptophyte)
2871,R,Geophyte (Cryptophyte)
2872,P,Geophyte (Cryptophyte)
2873,P,Geophyte (Cryptophyte)
2873,W,Geophyte (Cryptophyte)
2874,P,Geophyte (Cryptophyte)
2875,P,Geophyte (Cryptophyte)
2876,G,Geophyte (Cryptophyte)
2876,H,Geophyte (Cryptophyte)
2877,P,Geophyte (Cryptophyte)
2878,P,Geophyte (Cryptophyte)
2879,H,Geophyte (Cryptophyte)
2880,H,Geophyte (Cryptophyte)
2880,P,Geophyte (Cryptophyte)
2880,W,Geophyte (Cryptophyte)
2881,H,Geophyte (Cryptophyte)
2881,P,Geophyte (Cryptophyte)
2882,G,Geophyte (Cryptophyte)
2882,W,Geophyte (Cryptophyte)
2883,G,Geophyte (Cryptophyte)
2883,H,Geophyte (Cryptophyte)
2883,P,Geophyte (Cryptophyte)
2884,P,Geophyte (Cryptophyte)
2884,W,Geophyte (Cryptophyte)
2885,P,Geophyte (Cryptophyte)
2885,W,Geophyte (Cryptophyte)
2886,P,Geophyte (Cryptophyte)
2886,W,Geophyte (Cryptophyte)
2887,P,Geophyte (Cryptophyte)
2887,W,Geophyte (Cryptophyte)
2888,G,Geophyte (Cryptophyte)
2889,P,Geophyte (Cryptophyte)
2890,P,Geophyte (Cryptophyte)
2891,P,Geophyte (Cryptophyte)
2892,W,Geophyte (Cryptophyte)
2893,P,Geophyte (Cryptophyte)
2893,W,Geophyte (Cryptophyte)
2894,P,Geophyte (Cryptophyte)
2895,P,Geophyte (Cryptophyte)
2896,P,Geophyte (Cryptophyte)
2897,A,Geophyte (Cryptophyte)
2898,G,Chamaephyte
2899,P,Chamaephyte
2900,G,Chamaephyte
2901,P,Chamaephyte
2902,P,Chamaephyte
2903,H,Chamaephyte
2904,H,Chamaephyte
2905,G,Chamaephyte
2906,G,Chamaephyte
2907,P,Chamaephyte
2908,R,Therophyte
2909,R,Therophyte
2910,R,Therophyte
2911,R,Therophyte
2912,R,Therophyte
2913,R,Therophyte
2914,R,Therophyte
2915,R,Therophyte
2916,R,Therophyte
2917,R,Therophyte
2918,R,Therophyte
2919,R,Therophyte
2920,R,Therophyte
2921,R,Therophyte
2922,R,Therophyte
2923,R,Therophyte
2924,R,Therophyte
2925,R,Therophyte
2926,P,Geophyte (Cryptophyte)
2926,W,Geophyte (Cryptophyte)
2927,G,Geophyte (Cryptophyte)
2927,P,Geophyte (Cryptophyte)
2928,H,Geophyte (Cryptophyte)
2928,P,Geophyte (Cryptophyte)
2929,H,Geophyte (Cryptophyte)
2930,C,Geophyte (Cryptophyte)
2930,P,Geophyte (Cryptophyte)
2931,P,Geophyte (Cryptophyte)
2931,W,Geophyte (Cryptophyte)
2932,W,Geophyte (Cryptophyte)
2933,G,Geophyte (Cryptophyte)
2933,H,Geophyte (Cryptophyte)
2934,H,Geophyte (Cryptophyte)
2934,W,Geophyte (Cryptophyte)
2935,P,Geophyte (Cryptophyte)
2935,W,Geophyte (Cryptophyte)
2936,G,Geophyte (Cryptophyte)
2937,G,Geophyte (Cryptophyte)
2937,H,Geophyte (Cryptophyte)
2938,P,Geophyte (Cryptophyte)
2939,R,Geophyte (Cryptophyte)
2940,R,Therophyte
2941,W,Geophyte (Cryptophyte)
2942,W,Geophyte (Cryptophyte)
2943,W,Geophyte (Cryptophyte)
2944,W,Geophyte (Cryptophyte)
2945,W,Geophyte (Cryptophyte)
2946,W,Geophyte (Cryptophyte)
2947,W,Geophyte (Cryptophyte)
2948,W,Geophyte (Cryptophyte)
2949,C,Hemicryptophyte
2949,W,Hemicryptophyte
2950,G,Hemicryptophyte
2951,R,Hemicryptophyte
2952,W,Hemicryptophyte
2953,G,Therophyte
2953,W,Therophyte
2954,R,Therophyte
2955,R,Therophyte
2956,G,Therophyte
2957,R,Therophyte
2958,R,Therophyte
2959,R,Therophyte
2961,G,Hemicryptophyte
2961,W,Hemicryptophyte
2962,G,Hemicryptophyte
2962,W,Hemicryptophyte
2963,C,Hemicryptophyte
2963,P,Hemicryptophyte
2964,C,Hemicryptophyte
2964,H,Hemicryptophyte
2965,C,Hemicryptophyte
2965,H,Hemicryptophyte
2966,R,Therophyte
2967,G,Hemicryptophyte
2967,W,Hemicryptophyte
2968,C,Therophyte
2968,P,Therophyte
2969,C,Therophyte
2969,P,Therophyte
2970,H,Hemicryptophyte
2971,P,Therophyte
2972,C,Chamaephyte
2973,C,Chamaephyte
2974,P,Therophyte
2974,R,Therophyte
2975,G,Hemicryptophyte
2975,P,Hemicryptophyte
2976,C,Hemicryptophyte
2976,G,Hemicryptophyte
2977,P,Hemicryptophyte
2978,M,Chamaephyte
2980,A,Hemicryptophyte
2981,H,Hemicryptophyte
2982,C,Hemicryptophyte
2982,H,Hemicryptophyte
2983,H,Hemicryptophyte
2984,G,Therophyte
2984,P,Therophyte
2984,R,Therophyte
2986,A,Hemicryptophyte
2987,G,Hemicryptophyte
2987,W,Hemicryptophyte
2988,P,Hemicryptophyte
2988,R,Hemicryptophyte
2989,P,Therophyte
2990,C,Chamaephyte
2991,C,Chamaephyte
2992,C,Chamaephyte
2993,C,Chamaephyte
2994,G,Hemicryptophyte
2994,P,Hemicryptophyte
2995,G,Hemicryptophyte
2995,W,Hemicryptophyte
2996,H,Chamaephyte
2997,H,Chamaephyte
2998,H,Chamaephyte
2999,P,Therophyte
3000,C,Hemicryptophyte
3000,H,Hemicryptophyte
3001,W,Chamaephyte
3002,G,Therophyte
3002,P,Therophyte
3003,P,Hemicryptophyte
3003,W,Hemicryptophyte
3004,C,Hemicryptophyte
3005,W,Hemicryptophyte
3006,G,Hemicryptophyte
3007,G,Hemicryptophyte
3007,P,Hemicryptophyte
3008,G,Hemicryptophyte
3009,P,Therophyte
3009,W,Therophyte
3010,C,Hemicryptophyte
3010,G,Hemicryptophyte
3010,H,Hemicryptophyte
3011,P,Therophyte
3011,R,Therophyte
3012,R,Therophyte
3013,W,Hemicryptophyte
3014,H,Hemicryptophyte
3015,G,Hemicryptophyte
3015,H,Hemicryptophyte
3016,A,Hemicryptophyte
3017,P,Therophyte
3017,R,Therophyte
3018,W,Hemicryptophyte
3019,H,Hemicryptophyte
3019,P,Hemicryptophyte
3020,P,Hemicryptophyte
3020,W,Hemicryptophyte
3021,W,Therophyte
3022,G,Hemicryptophyte
3022,W,Hemicryptophyte
3023,W,Hemicryptophyte
3024,P,Therophyte
3025,C,Hemicryptophyte
3025,P,Hemicryptophyte
3026,G,Hemicryptophyte
3026,P,Hemicryptophyte
3027,G,Hemicryptophyte
3028,A,Hemicryptophyte
3029,W,Hemicryptophyte
3030,P,Hemicryptophyte
3030,W,Hemicryptophyte
3031,H,Hemicryptophyte
3031,P,Hemicryptophyte
3032,P,Therophyte
3033,P,Therophyte
3034,G,Hemicryptophyte
3034,W,Hemicryptophyte
3035,R,Therophyte
3036,H,Hemicryptophyte
3037,R,Therophyte
3037,W,Therophyte
3038,H,Hemicryptophyte
3039,R,Therophyte
3040,A,Hemicryptophyte
3041,R,Therophyte
3042,G,Therophyte
3042,H,Therophyte
3043,A,Hemicryptophyte
3043,G,Hemicryptophyte
3044,P,Therophyte
3044,R,Therophyte
3045,P,Therophyte
3045,R,Therophyte
3046,P,Therophyte
3046,R,Therophyte
3047,R,Therophyte
3048,G,Therophyte
3048,P,Therophyte
3048,R,Therophyte
3049,G,Therophyte
3049,R,Therophyte
3050,A,Therophyte
3051,G,Therophyte
3051,R,Therophyte
3056,G,Chamaephyte
3056,P,Chamaephyte
3056,W,Chamaephyte
3057,G,Chamaephyte
3057,W,Chamaephyte
3058,H,Chamaephyte
3059,W,Phanerophyte
3060,W,Chamaephyte
3061,G,Chamaephyte
3062,G,Chamaephyte
3062,H,Chamaephyte
3062,W,Chamaephyte
3063,H,Chamaephyte
3063,W,Chamaephyte
3064,G,Chamaephyte
3064,W,Chamaephyte
3065,H,Chamaephyte
3066,P,Chamaephyte
3067,G,Phanerophyte
3067,W,Phanerophyte
3068,G,Chamaephyte
3069,G,Chamaephyte
3070,G,Chamaephyte
3071,G,Phanerophyte
3072,H,Chamaephyte
3073,P,Chamaephyte
3074,G,Chamaephyte
3075,G,Chamaephyte
3075,W,Chamaephyte
3076,C,Chamaephyte
3077,W,Hemicryptophyte
3078,G,Hemicryptophyte
3079,G,Hemicryptophyte
3080,H,Hemicryptophyte
3081,H,Hemicryptophyte
3082,H,Hemicryptophyte
3083,H,Hemicryptophyte
3084,H,Hemicryptophyte
3087,H,Hemicryptophyte
3088,H,Hemicryptophyte
3089,R,Geophyte (Cryptophyte)
3090,W,Geophyte (Cryptophyte)
3091,H,Geophyte (Cryptophyte)
3092,W,Geophyte (Cryptophyte)
3093,W,Geophyte (Cryptophyte)
3094,W,Geophyte (Cryptophyte)
3095,H,Geophyte (Cryptophyte)
3095,W,Geophyte (Cryptophyte)
3096,H,Geophyte (Cryptophyte)
3097,H,Geophyte (Cryptophyte)
3098,H,Geophyte (Cryptophyte)
3099,W,Geophyte (Cryptophyte)
3100,H,Geophyte (Cryptophyte)
3101,W,Hemicryptophyte
3103,G,Therophyte
3103,R,Therophyte
3103,W,Therophyte
3104,G,Therophyte
3104,R,Therophyte
3105,A,Therophyte
3105,R,Therophyte
3106,G,Therophyte
3107,A,Geophyte (Cryptophyte)
3109,R,Therophyte
3109,W,Therophyte
3110,H,Geophyte (Cryptophyte)
3110,W,Geophyte (Cryptophyte)
3111,G,Hemicryptophyte
3111,H,Hemicryptophyte
3112,H,Geophyte (Cryptophyte)
3113,P,Therophyte
3113,R,Therophyte
3114,A,Hemicryptophyte
3115,W,Hemicryptophyte
3116,P,Therophyte
3116,R,Therophyte
3116,W,Therophyte
3117,R,Therophyte
3118,R,Hemicryptophyte
3118,W,Hemicryptophyte
3119,H,Hemicryptophyte
3119,W,Hemicryptophyte
3120,R,Therophyte
3120,W,Therophyte
3121,R,Therophyte
3122,G,Geophyte (Cryptophyte)
3123,H,Geophyte (Cryptophyte)
3124,H,Geophyte (Cryptophyte)
3124,W,Geophyte (Cryptophyte)
3125,H,Hemicryptophyte
3126,R,Geophyte (Cryptophyte)
3127,W,Geophyte (Cryptophyte)
3128,P,Therophyte
3128,R,Therophyte
3129,A,Hemicryptophyte
3130,H,Hemicryptophyte
3131,G,Hemicryptophyte
3132,A,Hemicryptophyte
3132,H,Hemicryptophyte
3133,C,Hemicryptophyte
3134,A,Hemicryptophyte
3135,A,Hemicryptophyte
3136,W,Hemicryptophyte
3137,P,Geophyte (Cryptophyte)
3137,W,Geophyte (Cryptophyte)
3138,G,Geophyte (Cryptophyte)
3139,A,Geophyte (Cryptophyte)
3140,R,Geophyte (Cryptophyte)
3141,A,Geophyte (Cryptophyte)
3141,H,Geophyte (Cryptophyte)
3142,R,Geophyte (Cryptophyte)
3143,R,Therophyte
3144,M,Hemicryptophyte
3144,R,Hemicryptophyte
3145,R,Therophyte
3146,R,Therophyte
3147,W,Hemicryptophyte
3148,W,Hemicryptophyte
3149,A,Therophyte
3150,P,Chamaephyte
3151,G,Hemicryptophyte
3152,G,Chamaephyte
3152,H,Chamaephyte
3153,C,Chamaephyte
3154,A,Hemicryptophyte
3155,A,Geophyte (Cryptophyte)
3156,A,Hemicryptophyte
3157,A,Geophyte (Cryptophyte)
3158,A,Hemicryptophyte
3159,R,Hemicryptophyte
3160,R,Hemicryptophyte
